5.200.78.52,8080
5.160.127.114,8080
188.253.126.52,8080
185.13.228.124,1009
46.32.10.150,8080
80.253.147.218,8080
78.39.101.251,8080
5.160.127.114,80
37.32.126.0,8080
178.252.149.66,8080
